0. 0. .004 .008 .013 .017 .021 .025 .029 .034 .038 .042 .046 .051 .055 .059 .063 .067 .072 .076 .08 .085 .09 .095 .1 .108 .116 .124 .132 .14 .152 .164 .176 .188 .2 .22 .24 .26 .28 .3 .32 .34 .36 .38 .4 .417 .433 .450 .467 .483 .5 .51 .516 .52 .523 .5245 .525 .5242 .5214 .518 .512 .505 .495 .482 .469 .456 .442 .428 .414 .4 .386 .370 .355 .34 .325 .310 .295 .280 .265 .25 .236 .222 .208 .194 .180 .166 .152 .138 .124 .11 .101 .095 .09 .085 .08 .076 .072 .069 .066 .063 .06 .0575 .055 .0525 .05 .04875 .0475 .04625 .045 .04375 .0425 .04125 .04 .03875 .0375 .03625 .035 .03375 .0325 .03125 .03 .02925 .0285 .02775 .027 .02625 .0255 .02475 .024 .02325 .0225 .02175 .021 .02025 .0195 .01875 .018 .01725 .0165 .01575 .015 .01425 .0135 .01275 .012 .01125 .0105 .00975 .009 .00825 .0075 .00675 .006 .00525 .0045 .00375 .003 .00225 .0015 .00075 0.
0. 0. .012 .025 .038 .028 .028 .038 .035 .029 .039 .035 .038 .032 .038 .041 .041 .049 .055 .061 .072 .076 .070 .067 .080 .103 .125 .138 .118 .103 .129 .155 .170 .180 .190 .200 .215 .250 .302 .310 .301 .315 .330 .355 .380 .400 .410 .420 .438 .456 .474 .492 .510 .533 .556 .578 .6 .62 .63 .638 .640 .640 .637 .631 .625 .618 .610 .600 .580 .555 .530 .505 .480 .455 .435 .410 .385 .360 .340 .320 .300 .285 .270 .255 .240 .225 .210 .180 .165 .150 .140 .132 .124 .116 .108 .100 .092 .084 .077 .071 .066 .060 .055 .051 .048 .046 .044 .042 .040 .038 .036 .034 .032 .030 .028 .027 .026 .025 .025 .025 .024 .024 .024 .024 .024 .023 .023 .023 .023 .023 .022 .022 .022 .022 .022 .021 .021 .021 .020 .020 .020 .019 .018 .017 .016 .015 .014 .013 .012 .011 .010 .009 .008 .007 .006 .005 .004 .003 .002 .001 0.
