26. 28. 30. 32. 34. 36. 38. 40. 44. 46. 48. 50. 52. 55. 57. 62. 64. 66. 69. 72. 74. 76. 79. 82. 86. 92. 98. 103. 
30. 21.5 22.5 18.5 17.5 15. 14.5 19. 17.5 16. 14. 20. 16.5 17.5 17. 15.5 18. 15.5 15.5 15. 13.5 18. 14.5 15.5 12.5 13. 13. 12.
