PdfType: error
Format: lhagrid1
---
1.000000e-06 1.500000e-06 2.000000e-06 3.000000e-06 4.000000e-06 5.000000e-06 6.000000e-06 7.000000e-06 8.000000e-06 9.000000e-06 1.000000e-05 1.500000e-05 2.000000e-05 3.000000e-05 4.000000e-05 5.000000e-05 6.000000e-05 7.000000e-05 8.000000e-05 9.000000e-05 1.000000e-04 1.500000e-04 2.000000e-04 3.000000e-04 4.000000e-04 5.000000e-04 6.000000e-04 7.000000e-04 8.000000e-04 9.000000e-04 1.000000e-03 1.500000e-03 2.000000e-03 3.000000e-03 4.000000e-03 5.000000e-03 6.000000e-03 7.000000e-03 8.000000e-03 9.000000e-03 1.000000e-02 1.200000e-02 1.400000e-02 1.700000e-02 2.000000e-02 2.500000e-02 3.000000e-02 3.500000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 1.000000e-01 1.125000e-01 1.250000e-01 1.375000e-01 1.500000e-01 1.625000e-01 1.750000e-01 1.875000e-01 2.000000e-01 2.125000e-01 2.250000e-01 2.375000e-01 2.500000e-01 2.625000e-01 2.750000e-01 2.825000e-01 3.000000e-01 3.125000e-01 3.250000e-01 3.375000e-01 3.500000e-01 3.625000e-01 3.750000e-01 3.825000e-01 4.000000e-01 4.125000e-01 4.250000e-01 4.375000e-01 4.500000e-01 4.625000e-01 4.750000e-01 4.825000e-01 5.000000e-01 5.125000e-01 5.250000e-01 5.375000e-01 5.500000e-01 5.625000e-01 5.750000e-01 5.825000e-01 6.000000e-01 6.125000e-01 6.250000e-01 6.375000e-01 6.500000e-01 6.625000e-01 6.750000e-01 6.825000e-01 7.000000e-01 7.125000e-01 7.250000e-01 7.375000e-01 7.500000e-01 7.625000e-01 7.750000e-01 7.825000e-01 8.000000e-01 8.125000e-01 8.250000e-01 8.375000e-01 8.500000e-01 8.625000e-01 8.750000e-01 8.825000e-01 9.000000e-01 9.125000e-01 9.250000e-01 9.375000e-01 9.500000e-01 9.625000e-01 9.750000e-01 9.825000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-5 -4 -3 -2 -1 1 2 3 4 5 21 22
0.00000000E+00 0.00000000E+00 0.22683933E+00 0.48615878E+00 0.47677382E+00 0.47837973E+00 0.48662860E+00 0.22604858E+00 0.00000000E+00 0.00000000E+00 -.21360511E+02 0.80086668E-01
0.00000000E+00 0.00000000E+00 0.15255231E+00 0.41061251E+00 0.40106707E+00 0.40279812E+00 0.41116979E+00 0.15176509E+00 0.00000000E+00 0.00000000E+00 -.23821765E+02 0.82886404E-01
0.00000000E+00 0.00000000E+00 0.10815711E+00 0.36531915E+00 0.35564959E+00 0.35747248E+00 0.36594156E+00 0.10737157E+00 0.00000000E+00 0.00000000E+00 -.25621984E+02 0.85292745E-01
0.00000000E+00 0.00000000E+00 0.67894207E-01 0.32390094E+00 0.31405614E+00 0.31600059E+00 0.32461076E+00 0.67109733E-01 0.00000000E+00 0.00000000E+00 -.27746070E+02 0.89051576E-01
0.00000000E+00 0.00000000E+00 0.22622474E+00 0.48119272E+00 0.47097168E+00 0.47293547E+00 0.48180417E+00 0.22535954E+00 0.00000000E+00 0.00000000E+00 -.17564731E+02 0.77020353E-01
0.00000000E+00 0.00000000E+00 0.18004830E+00 0.43365434E+00 0.42323545E+00 0.42534856E+00 0.43437507E+00 0.17918867E+00 0.00000000E+00 0.00000000E+00 -.19640185E+02 0.79708457E-01
0.00000000E+00 0.00000000E+00 0.15625281E+00 0.40888361E+00 0.39831420E+00 0.40053674E+00 0.40968564E+00 0.15539612E+00 0.00000000E+00 0.00000000E+00 -.21096213E+02 0.82027639E-01
0.00000000E+00 0.00000000E+00 0.14281039E+00 0.39418136E+00 0.38340350E+00 0.38577072E+00 0.39509245E+00 0.14195617E+00 0.00000000E+00 0.00000000E+00 -.22696961E+02 0.85658665E-01
0.00000000E+00 0.00000000E+00 0.22591458E+00 0.47749337E+00 0.46657784E+00 0.46884430E+00 0.47823467E+00 0.22499232E+00 0.00000000E+00 0.00000000E+00 -.15326460E+02 0.74881353E-01
