PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0827817877170014        1.1777782833303594        1.2873050999626410        1.4142135623730954     
 900 901 902 903 904 905 906 907 908 909 910 930 931 932 940 941 942
 1.1074586E+00 -1.9738520E-01  1.1265552E+00 -2.2248184E-01 -2.5800214E+06  1.5899979E+00 -3.2216527E-01 -1.8104866E+06  1.1074660E+00 -1.9738661E-01 -2.1813904E+02  3.4925832E+00 -5.6484261E-01  1.2845462E+07  3.4858285E+00 -5.6590184E-01 -2.5160330E+07
 4.1957113E-01 -3.8952569E-01  3.8717271E-01 -4.2806673E-01 -2.6220538E+06  5.3154207E-01 -6.1613415E-01 -1.8399471E+06  4.1957407E-01 -3.8952882E-01 -2.5991134E+02  1.4285769E+00 -1.1438418E+00  1.3350197E+07  1.4218775E+00 -1.1447910E+00 -2.5862854E+07
-2.9548620E-01 -6.1582129E-01 -3.8141533E-01 -6.7049331E-01 -2.6552642E+06 -5.6872371E-01 -9.6288947E-01 -1.8632218E+06 -2.9548956E-01 -6.1582725E-01 -3.1140542E+02 -7.1693772E-01 -1.8249617E+00  1.3817849E+07 -7.2358240E-01 -1.8258161E+00 -2.6485792E+07
-1.0408001E+00 -8.7380202E-01 -1.1825276E+00 -9.4708315E-01 -2.6813483E+06 -1.7155502E+00 -1.3585888E+00 -1.8814996E+06 -1.0408124E+00 -8.7381193E-01 -3.7565966E+02 -2.9532201E+00 -2.6008543E+00  1.4254216E+07 -2.9598107E+00 -2.6016267E+00 -2.7043125E+07
-1.8178337E+00 -1.1591209E+00 -2.0177374E+00 -1.2531461E+00 -2.7015941E+06 -2.9111903E+00 -1.7965117E+00 -1.8956840E+06 -1.8178597E+00 -1.1591367E+00 -4.5678494E+02 -5.2846584E+00 -3.4585284E+00  1.4663895E+07 -5.2911955E+00 -3.4592290E+00 -2.7545648E+07
 1.1112311E+00 -2.1909227E-01  1.1313275E+00 -2.4570042E-01 -1.6415222E+06  1.5970851E+00 -3.5536324E-01 -1.1514944E+06  1.1112384E+00 -2.1909383E-01 -1.3878957E+02  3.5000075E+00 -6.3058964E-01  9.9749495E+06  3.4938539E+00 -6.3155141E-01 -1.7776442E+07
 4.9647969E-01 -4.0438445E-01  4.7056289E-01 -4.4393436E-01 -1.6672035E+06  6.5117631E-01 -6.3881248E-01 -1.1695018E+06  4.9648323E-01 -4.0438770E-01 -1.6526171E+02  1.6554124E+00 -1.1889856E+00  1.0348613E+07  1.6493128E+00 -1.1898465E+00 -1.8269992E+07
-1.4098440E-01 -6.1958170E-01 -2.1461608E-01 -6.7443995E-01 -1.6872594E+06 -3.2968338E-01 -9.6850533E-01 -1.1835670E+06 -1.4098630E-01 -6.1958770E-01 -1.9787927E+02 -2.5731967E-01 -1.8367600E+00  1.0693031E+07 -2.6336587E-01 -1.8375342E+00 -1.8707285E+07
-8.0328195E-01 -8.6173670E-01 -9.2648962E-01 -9.3402591E-01 -1.7027755E+06 -1.3487583E+00 -1.3398653E+00 -1.1944510E+06 -8.0329161E-01 -8.6174647E-01 -2.3856061E+02 -2.2445503E+00 -2.5651315E+00  1.1012876E+07 -2.2505437E+00 -2.5658306E+00 -1.9098216E+07
