 
 ********************************************************************
 * gamma gamma --> tau+ tau-
 ********************************************************************

 Cross section =     4220.064     +/-    29.22293     pb

 ********************  Input parameters *****************************
 *              13000.0000         :  CMS collision energy (GeV)
 *                       4         :  Model of soft survival
 *          MSHT20qed_nnlo         :  PDF set
 *                       0         :  PDF member
 *                      58         :  Process number
 *                test.dat         :  Output file
 *                       F         :  Include soft survival effects
 ********************************************************************
 *el          : dissociation flag
 ********************************************************************
 
 ****************** Integration parameters  *************************
 *                   20000         :  Preconditioning calls
 *                       1         :  Preconditioning iterations
 *                  1.0000         :  Percentage accuracy
 *                   10000         :  Calls in first main iteration
 *                   10000         :  Increase calls per iteration
 *                    1000         :  Maximum number of iterations
 *                       6         :  Random number seed
 ********************************************************************
 *                      16         :  Survival factor integration par.
 ********************************************************************
 
 ********************* Unweighted Events  ***************************
 *                       F         :  Generate unweighted events
 ********************************************************************
 
 ********************* General Cuts *********************************
 *                 -2.5000         :  Minimum object rapidity
 *                  2.5000         :  Maximum object rapidity
 *                 10.0000         :  Minimum object mass
 *                100.0000         :  Maximum object mass
 *                       F         :  Include further cuts
 *                       F         :  Include spin correlations
 ********************************************************************
 
 ***************** 2-body decay cuts ********************************
 *                  2.5000         :  pT(a) min
 *                  2.5000         :  pT(b) min
 *                 -2.5000         :  eta(a) min
 *                  2.5000         :  eta(a) max
 *                 -2.5000         :  eta(b) min
 *                  2.5000         :  eta(b) max
 ********************************************************************
 
   11.500000000000000        10.000000000000000        13.000000000000000        28.277280232114936     
   14.500000000000000        13.000000000000000        16.000000000000000        28.638580769548444     
   17.500000000000000        16.000000000000000        19.000000000000000        29.698824361994735     
   20.500000000000000        19.000000000000000        22.000000000000000        27.712175971659054     
   23.500000000000000        22.000000000000000        25.000000000000000        35.147298369592697     
   26.500000000000000        25.000000000000000        28.000000000000000        38.441614891196167     
   29.500000000000000        28.000000000000000        31.000000000000000        40.840105497749796     
   32.500000000000000        31.000000000000000        34.000000000000000        35.864157453862710     
   35.500000000000000        34.000000000000000        37.000000000000000        38.043320346003114     
   38.500000000000000        37.000000000000000        40.000000000000000        40.535338661968375     
   41.500000000000000        40.000000000000000        43.000000000000000        45.043199736054966     
   44.500000000000000        43.000000000000000        46.000000000000000        43.959743759065070     
   47.500000000000000        46.000000000000000        49.000000000000000        44.731409766034552     
   50.500000000000000        49.000000000000000        52.000000000000000        47.988047648458284     
   53.500000000000000        52.000000000000000        55.000000000000000        48.265722956084801     
   56.500000000000007        55.000000000000000        58.000000000000000        50.878277559558406     
   59.500000000000007        58.000000000000000        61.000000000000000        49.098762598687131     
   62.500000000000000        61.000000000000000        64.000000000000000        52.825212304497192     
   65.500000000000000        64.000000000000000        67.000000000000000        52.176033586256686     
   68.500000000000000        67.000000000000000        70.000000000000000        56.659697389692276     
   71.500000000000000        70.000000000000000        73.000000000000000        57.884471828430925     
   74.500000000000000        73.000000000000000        76.000000000000000        56.148871783202871     
   77.500000000000000        76.000000000000000        79.000000000000000        50.911559111756453     
   80.500000000000000        79.000000000000000        82.000000000000000        53.836084846186601     
   83.500000000000000        82.000000000000000        85.000000000000000        56.696615510914000     
   86.500000000000000        85.000000000000000        88.000000000000000        57.836254970237519     
   89.500000000000000        88.000000000000000        91.000000000000000        56.280093890863554     
   92.500000000000000        91.000000000000000        94.000000000000000        65.163325544087854     
   95.500000000000000        94.000000000000000        97.000000000000000        59.606860572180018     
   98.500000000000000        97.000000000000000        100.00000000000000        59.326439831969878     

   4.1666666666666664E-002   0.0000000000000000        8.3333333333333329E-002   1991.6951917902443     
  0.12500000000000000        8.3333333333333329E-002  0.16666666666666666        1988.1841051992019     
  0.20833333333333331       0.16666666666666666       0.25000000000000000        1841.3370415546578     
  0.29166666666666669       0.25000000000000000       0.33333333333333331        1948.8312876308387     
  0.37500000000000000       0.33333333333333331       0.41666666666666663        1908.4539276609087     
  0.45833333333333331       0.41666666666666663       0.50000000000000000        1916.0706964445112     
  0.54166666666666674       0.50000000000000000       0.58333333333333337        1896.2866749842431     
  0.62500000000000000       0.58333333333333337       0.66666666666666663        1970.1190633662957     
  0.70833333333333326       0.66666666666666663       0.75000000000000000        1847.8676280663929     
  0.79166666666666663       0.75000000000000000       0.83333333333333326        1898.5429239272889     
  0.87500000000000000       0.83333333333333326       0.91666666666666663        1719.0199451989151     
  0.95833333333333337       0.91666666666666663        1.0000000000000000        2028.9850354371438     
   1.0416666666666667        1.0000000000000000        1.0833333333333335        1787.4169025138547     
   1.1250000000000000        1.0833333333333335        1.1666666666666667        1778.2057614977459     
   1.2083333333333333        1.1666666666666667        1.2500000000000000        1769.9008263429507     
   1.2916666666666667        1.2500000000000000        1.3333333333333333        1733.8599440527132     
   1.3750000000000000        1.3333333333333333        1.4166666666666665        1661.7348512290507     
   1.4583333333333335        1.4166666666666665        1.5000000000000000        1715.1988104123936     
   1.5416666666666667        1.5000000000000000        1.5833333333333333        1787.3988616947779     
   1.6250000000000000        1.5833333333333333        1.6666666666666665        1740.0676827423688     
   1.7083333333333335        1.6666666666666665        1.7500000000000000        1529.4642116529287     
   1.7916666666666667        1.7500000000000000        1.8333333333333333        1626.8285105749253     
   1.8750000000000000        1.8333333333333333        1.9166666666666667        1637.6130758600159     
   1.9583333333333333        1.9166666666666667        2.0000000000000000        1367.2107502412086     
   2.0416666666666665        2.0000000000000000        2.0833333333333335        1296.2675272167210     
   2.1250000000000000        2.0833333333333335        2.1666666666666670        1389.1974041210196     
   2.2083333333333330        2.1666666666666670        2.2500000000000000        1167.4287570249489     
